Candidate Name,DOB,Registration Number,State,Maths,Physics,English,GK,Total Marks,PFT
David Khan,11-03-2005,686614,Uttar Pradesh,16,22,22,12,72,Pass
Balbir Sharma,26-03-2005,401739,Uttar Pradesh,17,20,17,18,72,Pass
Raj Sharma,08-05-2005,619358,Uttar Pradesh,21,21,24,6,72,Pass
Krishna Singh,31-05-2005,676788,Uttar Pradesh,12,22,14,24,72,Pass
Farhan Singh,29-06-2005,100168,Uttar Pradesh,15,21,19,17,72,Pass
Aryan Fernandes,23-08-2005,568114,Uttar Pradesh,16,19,17,20,72,Pass
Ishaan Sharma,18-03-2006,997141,Uttar Pradesh,11,19,19,23,72,Pass
Yash Fernandes,23-03-2006,886875,Uttar Pradesh,21,21,10,20,72,Pass
Balbir Pillai,25-03-2005,192108,Uttar Pradesh,13,21,15,22,71,Pass
Rohan D'Souza,12-04-2005,503279,Uttar Pradesh,20,13,21,17,71,Pass
Kunal D'Souza,15-05-2005,290777,Uttar Pradesh,9,23,21,18,71,Pass
Paul Mehta,30-05-2005,103821,Uttar Pradesh,18,6,23,24,71,Pass
Vivaan Chopra,14-06-2005,153810,Uttar Pradesh,9,19,23,20,71,Pass
Raj Singh,24-09-2005,162795,Uttar Pradesh,11,20,18,22,71,Pass
Manpreet D'Souza,04-10-2005,110541,Uttar Pradesh,18,22,15,16,71,Pass
Kunal Fernandes,03-11-2005,902891,Uttar Pradesh,5,23,22,21,71,Pass
Aditya Reddy,15-11-2005,136939,Uttar Pradesh,23,14,20,14,71,Pass
Kunal Chopra,17-11-2005,501317,Uttar Pradesh,20,7,24,20,71,Pass
Yash Sharma,23-03-2006,149437,Uttar Pradesh,21,15,23,12,71,Pass
Aarav Fernandes,29-11-2004,514000,Uttar Pradesh,17,16,18,19,70,Pass
Krishna Verma,17-12-2004,697452,Uttar Pradesh,17,5,24,24,70,Pass
Aditya Fernandes,12-03-2005,409491,Uttar Pradesh,16,13,24,17,70,Pass
Rohan Pillai,15-04-2005,322259,Uttar Pradesh,23,6,23,18,70,Pass
Manpreet Pillai,08-06-2005,272396,Uttar Pradesh,22,13,15,20,70,Pass
Vivaan Khan,19-08-2005,750720,Uttar Pradesh,22,23,4,21,70,Pass
Mathew Pillai,14-09-2005,763921,Uttar Pradesh,23,20,7,20,70,Pass
Aryan Pillai,12-10-2005,385252,Uttar Pradesh,8,19,24,19,70,Pass
Kunal Reddy,12-11-2005,393879,Uttar Pradesh,23,9,24,14,70,Pass
Rohan Khan,27-11-2005,464936,Uttar Pradesh,19,23,10,18,70,Pass
Ishaan Singh,30-12-2005,944585,Uttar Pradesh,8,18,23,21,70,Pass
Kunal Chopra,16-02-2006,295347,Uttar Pradesh,17,15,22,16,70,Pass
Aditya Fernandes,09-03-2006,148527,Uttar Pradesh,22,5,20,23,70,Pass
Aarav Pillai,16-11-2004,388708,Uttar Pradesh,17,5,23,24,69,Pass
Ishaan D'Souza,16-11-2004,592761,Uttar Pradesh,15,13,20,21,69,Pass
Aryan Khan,17-11-2004,629387,Uttar Pradesh,19,16,22,12,69,Pass
Gurpreet Pillai,22-11-2004,879477,Uttar Pradesh,22,22,12,13,69,Pass
Vivaan Sharma,22-11-2004,577121,Uttar Pradesh,22,19,22,6,69,Pass
Aryan Fernandes,06-12-2004,654285,Uttar Pradesh,12,23,14,20,69,Pass
Ishaan Singh,06-01-2005,350937,Uttar Pradesh,19,17,10,23,69,Pass
Kunal D'Souza,01-02-2005,169207,Uttar Pradesh,19,18,20,12,69,Pass
Rohan Singh,15-03-2005,946166,Uttar Pradesh,20,6,23,20,69,Pass
Kunal Khan,11-04-2005,332099,Uttar Pradesh,11,19,23,16,69,Pass
Yash Reddy,29-05-2005,585647,Uttar Pradesh,19,20,13,17,69,Pass
Ishaan Chopra,06-06-2005,736411,Uttar Pradesh,19,16,14,20,69,Pass
Raj D'Souza,17-06-2005,296152,Uttar Pradesh,18,22,13,16,69,Pass
Aditya Sharma,18-08-2005,392930,Uttar Pradesh,14,20,12,23,69,Pass
David Pillai,04-09-2005,100808,Uttar Pradesh,24,19,4,22,69,Pass
Sukhwinder Sharma,21-09-2005,465448,Uttar Pradesh,13,17,21,18,69,Pass
Rohan Singh,05-10-2005,760407,Uttar Pradesh,4,18,24,23,69,Pass
Aarav Reddy,10-10-2005,474433,Uttar Pradesh,16,11,18,24,69,Pass
Paul Mehta,29-10-2005,891904,Uttar Pradesh,17,5,23,24,69,Pass
Ishaan Fernandes,10-11-2005,789265,Uttar Pradesh,16,19,20,14,69,Pass
Rohan Fernandes,14-11-2005,525633,Uttar Pradesh,20,20,20,9,69,Pass
Aditya D'Souza,19-11-2005,606214,Uttar Pradesh,11,18,18,22,69,Pass
Aarav Reddy,20-11-2005,832769,Uttar Pradesh,11,14,21,23,69,Pass
Rohan D'Souza,08-02-2006,897203,Uttar Pradesh,19,21,19,10,69,Pass
Aditya Pillai,15-04-2006,141171,Uttar Pradesh,22,23,19,5,69,Pass
Kunal Khan,15-04-2006,402930,Uttar Pradesh,18,8,21,22,69,Pass
Sukhwinder D'Souza,05-05-2006,650973,Uttar Pradesh,10,22,22,15,69,Pass
Gurpreet Singh,10-11-2004,734966,Uttar Pradesh,19,6,24,19,68,Pass
Yash Reddy,16-11-2004,827958,Uttar Pradesh,13,15,19,21,68,Pass
Vivaan Pillai,22-11-2004,557312,Uttar Pradesh,17,24,22,5,68,Pass
Rohan Sharma,23-12-2004,152912,Uttar Pradesh,21,14,23,10,68,Pass
Sukhwinder Singh,04-01-2005,647805,Uttar Pradesh,20,17,23,8,68,Pass
Gurpreet Fernandes,20-01-2005,498762,Uttar Pradesh,24,10,14,20,68,Pass
Rohan Verma,28-03-2005,113619,Uttar Pradesh,18,18,10,22,68,Pass
Mathew Khan,06-04-2005,798293,Uttar Pradesh,14,18,16,20,68,Pass
Kunal Fernandes,28-04-2005,433194,Uttar Pradesh,19,24,19,6,68,Pass
Yash Khan,25-06-2005,565385,Uttar Pradesh,24,15,19,10,68,Pass
Raj Khan,06-10-2005,678995,Uttar Pradesh,17,10,24,17,68,Pass
Aditya D'Souza,12-10-2005,966456,Uttar Pradesh,20,22,6,20,68,Pass
Vivaan D'Souza,15-11-2005,626680,Uttar Pradesh,21,15,11,21,68,Pass
Yash Reddy,10-12-2005,616807,Uttar Pradesh,22,6,22,18,68,Pass
Balbir Singh,15-12-2005,427927,Uttar Pradesh,15,18,11,24,68,Pass
Ishaan Khan,17-12-2005,904365,Uttar Pradesh,16,17,22,13,68,Pass
Harjeet Singh,28-12-2005,757541,Uttar Pradesh,14,16,19,19,68,Pass
Aarav Mehta,07-03-2006,735293,Uttar Pradesh,14,18,15,21,68,Pass
Kunal Singh,11-03-2006,173220,Uttar Pradesh,20,5,19,24,68,Pass
Kunal Sharma,12-03-2006,493935,Uttar Pradesh,21,5,23,19,68,Pass
Balbir Singh,02-04-2006,768464,Uttar Pradesh,20,22,7,19,68,Pass
Kunal Pillai,10-04-2006,873617,Uttar Pradesh,9,17,24,18,68,Pass
Harjeet Mehta,15-04-2006,962294,Uttar Pradesh,20,16,15,17,68,Pass
Paul Pillai,02-12-2004,812623,Uttar Pradesh,19,17,7,24,67,Pass
Raj Sharma,06-04-2005,477948,Uttar Pradesh,13,21,13,20,67,Pass
Yash Verma,11-04-2005,704468,Uttar Pradesh,14,11,20,22,67,Pass
Ishaan Singh,13-04-2005,537100,Uttar Pradesh,15,18,10,24,67,Pass
Yash Sharma,16-05-2005,240892,Uttar Pradesh,13,18,23,13,67,Pass
Kunal D'Souza,03-06-2005,676159,Uttar Pradesh,20,15,10,22,67,Pass
Peter Fernandes,08-06-2005,903607,Uttar Pradesh,13,18,19,17,67,Pass
Manpreet Sharma,01-07-2005,562468,Uttar Pradesh,16,20,7,24,67,Pass
Balbir Singh,13-08-2005,891930,Uttar Pradesh,4,24,16,23,67,Pass
Gurpreet Mehta,29-09-2005,779714,Uttar Pradesh,24,14,23,6,67,Pass
Yash Mehta,30-09-2005,753310,Uttar Pradesh,16,21,23,7,67,Pass
Rohan D'Souza,11-10-2005,242251,Uttar Pradesh,24,14,22,7,67,Pass
Sukhwinder Chopra,18-10-2005,928105,Uttar Pradesh,16,23,22,6,67,Pass
Paul Verma,20-10-2005,308763,Uttar Pradesh,19,19,7,22,67,Pass
Kunal Sharma,21-10-2005,948890,Uttar Pradesh,22,23,14,8,67,Pass
Aarav Chopra,15-11-2005,348719,Uttar Pradesh,21,13,22,11,67,Pass
Vivaan Pillai,22-11-2005,873463,Uttar Pradesh,13,20,10,24,67,Pass
Aarav Singh,04-12-2005,480696,Uttar Pradesh,23,16,11,17,67,Pass
Paul Mehta,09-12-2005,468161,Uttar Pradesh,20,22,18,7,67,Pass
Ishaan Fernandes,16-02-2006,655387,Uttar Pradesh,23,15,11,18,67,Pass
Aryan Sharma,05-03-2006,370322,Uttar Pradesh,24,15,4,24,67,Pass
Ishaan Fernandes,08-03-2006,630538,Uttar Pradesh,15,10,20,22,67,Pass
Gurpreet Khan,07-04-2006,190017,Uttar Pradesh,12,16,17,22,67,Pass
Ishaan Singh,22-04-2006,375016,Uttar Pradesh,16,18,9,24,67,Pass
Vivaan Reddy,01-05-2006,400950,Uttar Pradesh,15,14,18,20,67,Pass
Vivaan Chopra,03-05-2006,305567,Uttar Pradesh,16,19,11,21,67,Pass
Aditya Pillai,15-11-2004,292012,Uttar Pradesh,16,6,24,20,66,Pass
Aarav Mehta,28-11-2004,210248,Uttar Pradesh,17,10,17,22,66,Pass
Harjeet Fernandes,20-12-2004,376675,Uttar Pradesh,23,13,16,14,66,Pass
Rohan Fernandes,02-01-2005,118030,Uttar Pradesh,23,15,22,6,66,Pass
Ishaan Verma,29-01-2005,409071,Uttar Pradesh,24,7,23,12,66,Pass
Yash Sharma,04-02-2005,546614,Uttar Pradesh,19,21,12,14,66,Pass
Sukhwinder Mehta,27-02-2005,254811,Uttar Pradesh,21,24,4,17,66,Pass
Yash Pillai,08-03-2005,188059,Uttar Pradesh,20,5,21,20,66,Pass
Raj Chopra,12-03-2005,131378,Uttar Pradesh,24,23,10,9,66,Pass
Vivaan Reddy,14-03-2005,944627,Uttar Pradesh,10,18,19,19,66,Pass
Sukhwinder Sharma,30-03-2005,995833,Uttar Pradesh,15,12,23,16,66,Pass
Rohan Sharma,13-04-2005,327327,Uttar Pradesh,19,23,13,11,66,Pass
Ishaan D'Souza,26-04-2005,454487,Uttar Pradesh,24,5,19,18,66,Pass
Aryan Khan,27-06-2005,622478,Uttar Pradesh,11,23,17,15,66,Pass
Kunal Mehta,29-06-2005,615387,Uttar Pradesh,18,19,17,12,66,Pass
Raj Fernandes,07-07-2005,843539,Uttar Pradesh,17,22,5,22,66,Pass
Yash Fernandes,01-09-2005,533755,Uttar Pradesh,5,20,24,17,66,Pass
Vivaan Pillai,11-09-2005,948189,Uttar Pradesh,15,19,17,15,66,Pass
Aarav Sharma,23-09-2005,742261,Uttar Pradesh,23,6,16,21,66,Pass
Aarav Pillai,19-11-2005,414277,Uttar Pradesh,24,4,17,21,66,Pass
Rohan Chopra,25-11-2005,887628,Uttar Pradesh,21,13,22,10,66,Pass
Ayaan Fernandes,31-01-2006,193273,Uttar Pradesh,15,15,15,21,66,Pass
Farhan Sharma,12-03-2006,588111,Uttar Pradesh,11,15,17,23,66,Pass
Balbir Verma,13-03-2006,198870,Uttar Pradesh,8,15,22,21,66,Pass
Kunal Khan,28-12-2004,855022,Uttar Pradesh,9,12,20,24,65,Pass
Aarav Fernandes,02-02-2005,666543,Uttar Pradesh,21,13,22,9,65,Pass
Rohan Chopra,03-03-2005,901575,Uttar Pradesh,21,10,24,10,65,Pass
Kunal Mehta,25-03-2005,954976,Uttar Pradesh,18,13,15,19,65,Pass
Aarav Reddy,02-04-2005,217507,Uttar Pradesh,9,24,11,21,65,Pass
Ishaan Chopra,04-04-2005,348424,Uttar Pradesh,12,19,17,17,65,Pass
Balbir Sharma,23-04-2005,135014,Uttar Pradesh,10,18,21,16,65,Pass
Kunal Reddy,25-04-2005,572508,Uttar Pradesh,22,8,15,20,65,Pass
Aryan Chopra,04-05-2005,128888,Uttar Pradesh,22,5,23,15,65,Pass
Kunal Sharma,24-05-2005,690668,Uttar Pradesh,15,15,11,24,65,Pass
Raj Fernandes,21-06-2005,312592,Uttar Pradesh,22,13,9,21,65,Pass
Vivaan Fernandes,23-06-2005,603714,Uttar Pradesh,14,13,20,18,65,Pass
Peter Singh,25-06-2005,218439,Uttar Pradesh,23,6,15,21,65,Pass
Manpreet Reddy,28-06-2005,535683,Uttar Pradesh,23,12,13,17,65,Pass
John Verma,25-07-2005,343209,Uttar Pradesh,24,10,18,13,65,Pass
Aarav Reddy,29-07-2005,354510,Uttar Pradesh,17,24,6,18,65,Pass
Zaid Singh,07-08-2005,461739,Uttar Pradesh,10,19,15,21,65,Pass
Gurpreet Fernandes,14-08-2005,471948,Uttar Pradesh,23,17,14,11,65,Pass
Harjeet Chopra,14-08-2005,595335,Uttar Pradesh,15,7,21,22,65,Pass
Vivaan Singh,21-09-2005,862975,Uttar Pradesh,21,24,11,9,65,Pass
Aarav Pillai,23-09-2005,535974,Uttar Pradesh,8,16,22,19,65,Pass
Aarav Reddy,12-10-2005,383756,Uttar Pradesh,23,19,6,17,65,Pass
Vivaan D'Souza,25-10-2005,222011,Uttar Pradesh,21,13,8,23,65,Pass
Rohan Sharma,28-10-2005,395422,Uttar Pradesh,23,21,17,4,65,Pass
Raj Verma,31-10-2005,771002,Uttar Pradesh,24,23,7,11,65,Pass
Sukhwinder D'Souza,07-11-2005,526618,Uttar Pradesh,12,18,21,14,65,Pass
Vivaan Fernandes,21-12-2005,740365,Uttar Pradesh,14,20,16,15,65,Pass
Aarav Fernandes,31-12-2005,960377,Uttar Pradesh,23,11,16,15,65,Pass
Raj Reddy,13-01-2006,299757,Uttar Pradesh,16,21,7,21,65,Pass
Ishaan Sharma,13-01-2006,721577,Uttar Pradesh,11,15,23,16,65,Pass
Aditya Singh,19-01-2006,290257,Uttar Pradesh,15,22,14,14,65,Pass
Rohan Sharma,13-03-2006,235548,Uttar Pradesh,7,19,23,16,65,Pass
Yash Singh,15-04-2006,321017,Uttar Pradesh,14,22,16,13,65,Pass
Aryan Verma,05-05-2006,967911,Uttar Pradesh,18,5,23,19,65,Pass
Harjeet Chopra,15-11-2004,668903,Uttar Pradesh,19,13,24,8,64,Pass
Aryan Khan,31-12-2004,746167,Uttar Pradesh,19,7,22,16,64,Pass
Kunal D'Souza,31-12-2004,549587,Uttar Pradesh,18,19,9,18,64,Pass
Balbir Chopra,07-01-2005,506160,Uttar Pradesh,9,13,19,23,64,Pass
Mathew Mehta,23-01-2005,390826,Uttar Pradesh,6,20,16,22,64,Pass
Ishaan Khan,24-01-2005,120756,Uttar Pradesh,19,15,17,13,64,Pass
Rohan Fernandes,24-02-2005,564351,Uttar Pradesh,17,15,19,13,64,Pass
Rohan Verma,17-03-2005,719204,Uttar Pradesh,13,13,14,24,64,Pass
Aryan D'Souza,07-04-2005,663132,Uttar Pradesh,24,9,8,23,64,Pass
Aditya Verma,09-04-2005,901326,Uttar Pradesh,10,15,18,21,64,Pass
Vivaan Singh,10-04-2005,337142,Uttar Pradesh,23,18,5,18,64,Pass
Yash Verma,04-05-2005,230430,Uttar Pradesh,23,9,9,23,64,Pass
Raj Sharma,12-05-2005,519264,Uttar Pradesh,24,7,16,17,64,Pass
Harjeet Reddy,08-07-2005,597744,Uttar Pradesh,23,5,12,24,64,Pass
Yash Mehta,08-07-2005,502803,Uttar Pradesh,22,10,18,14,64,Pass
Balbir Reddy,15-07-2005,650168,Uttar Pradesh,22,21,12,9,64,Pass
Rohan Reddy,16-07-2005,241545,Uttar Pradesh,16,20,4,24,64,Pass
Manpreet Verma,01-11-2005,311068,Uttar Pradesh,16,21,20,7,64,Pass
Aryan D'Souza,05-11-2005,976109,Uttar Pradesh,11,24,20,9,64,Pass
Balbir Khan,10-12-2005,721570,Uttar Pradesh,7,22,20,15,64,Pass
Ayaan Khan,20-12-2005,730520,Uttar Pradesh,13,5,23,23,64,Pass
Ishaan Reddy,22-12-2005,755994,Uttar Pradesh,14,23,10,17,64,Pass
Zaid Verma,13-01-2006,835045,Uttar Pradesh,11,12,22,19,64,Pass
Ishaan D'Souza,08-02-2006,948589,Uttar Pradesh,16,12,21,15,64,Pass
Krishna Fernandes,25-02-2006,870051,Uttar Pradesh,10,13,21,20,64,Pass
Raj Singh,13-03-2006,290867,Uttar Pradesh,19,15,8,22,64,Pass
Aditya Mehta,16-03-2006,892808,Uttar Pradesh,20,19,8,17,64,Pass
Balbir Fernandes,29-03-2006,117563,Uttar Pradesh,24,5,12,23,64,Pass
Krishna Fernandes,13-04-2006,329155,Uttar Pradesh,18,6,18,22,64,Pass
Krishna Fernandes,19-04-2006,643314,Uttar Pradesh,5,13,24,22,64,Pass
Paul Fernandes,05-05-2006,513889,Uttar Pradesh,17,5,21,21,64,Pass
Vivaan Fernandes,26-11-2004,602837,Uttar Pradesh,20,12,9,22,63,Pass
Kunal Reddy,02-01-2005,613064,Uttar Pradesh,16,24,19,4,63,Pass
Vivaan Sharma,30-01-2005,382363,Uttar Pradesh,7,19,14,23,63,Pass
Krishna Khan,24-02-2005,491912,Uttar Pradesh,8,17,23,15,63,Pass
Aryan Singh,09-03-2005,656916,Uttar Pradesh,8,23,23,9,63,Pass
Krishna Singh,13-03-2005,211831,Uttar Pradesh,7,23,20,13,63,Pass
David Khan,15-03-2005,999042,Uttar Pradesh,24,8,15,16,63,Pass
Kunal Fernandes,12-04-2005,743852,Uttar Pradesh,23,5,12,23,63,Pass
Sukhwinder Pillai,26-04-2005,667463,Uttar Pradesh,16,12,18,17,63,Pass
Raj Chopra,29-04-2005,774991,Uttar Pradesh,19,14,19,11,63,Pass
Raj D'Souza,15-05-2005,234761,Uttar Pradesh,17,8,16,22,63,Pass
Kunal Reddy,18-06-2005,218310,Uttar Pradesh,22,12,10,19,63,Pass
Kunal Chopra,09-07-2005,763072,Uttar Pradesh,6,12,24,21,63,Pass
Raj Fernandes,29-07-2005,780370,Uttar Pradesh,18,12,21,12,63,Pass
Yash Khan,07-08-2005,307738,Uttar Pradesh,9,17,19,18,63,Pass
Yash Reddy,12-09-2005,293309,Uttar Pradesh,14,14,23,12,63,Pass
Rohan Verma,29-09-2005,152717,Uttar Pradesh,18,8,24,13,63,Pass
Raj Verma,08-10-2005,820490,Uttar Pradesh,19,17,9,18,63,Pass
Raj Verma,19-10-2005,149862,Uttar Pradesh,19,22,12,10,63,Pass
Krishna Verma,19-10-2005,186996,Uttar Pradesh,8,17,19,19,63,Pass
Gurpreet D'Souza,23-10-2005,984481,Uttar Pradesh,15,18,6,24,63,Pass
Aryan Mehta,14-01-2006,587336,Uttar Pradesh,13,20,22,8,63,Pass
Raj Reddy,21-01-2006,528653,Uttar Pradesh,19,15,18,11,63,Pass
Aryan Verma,02-02-2006,440982,Uttar Pradesh,19,10,23,11,63,Pass
Krishna Singh,21-02-2006,851919,Uttar Pradesh,11,15,24,13,63,Pass
Krishna Singh,09-04-2006,629895,Uttar Pradesh,8,20,16,19,63,Pass
Krishna Reddy,02-05-2006,562137,Uttar Pradesh,13,17,11,22,63,Pass
Krishna Verma,04-05-2006,692691,Uttar Pradesh,20,19,4,20,63,Pass
Yash Reddy,08-05-2006,998106,Uttar Pradesh,14,18,13,18,63,Pass
Mathew D'Souza,20-11-2004,677743,Uttar Pradesh,4,14,23,21,62,Pass
Vivaan Mehta,05-12-2004,221774,Uttar Pradesh,16,19,19,8,62,Pass
Raj Chopra,05-01-2005,746673,Uttar Pradesh,16,22,17,7,62,Pass
Raj Mehta,11-01-2005,520044,Uttar Pradesh,6,17,15,24,62,Pass
Aarav Mehta,14-01-2005,307855,Uttar Pradesh,5,22,20,15,62,Pass
Krishna Fernandes,10-02-2005,158901,Uttar Pradesh,20,11,16,15,62,Pass
Kunal D'Souza,19-02-2005,368350,Uttar Pradesh,20,24,11,7,62,Pass
Vivaan Sharma,22-02-2005,320163,Uttar Pradesh,16,20,17,9,62,Pass
Aditya Sharma,16-04-2005,940600,Uttar Pradesh,4,21,13,24,62,Pass
Krishna Reddy,17-04-2005,552652,Uttar Pradesh,14,15,24,9,62,Pass
Gurpreet Pillai,19-05-2005,610805,Uttar Pradesh,9,16,20,17,62,Pass
Aditya Pillai,21-05-2005,202031,Uttar Pradesh,5,19,21,17,62,Pass
Aarav Chopra,20-06-2005,929886,Uttar Pradesh,10,9,20,23,62,Pass
Ishaan Reddy,04-07-2005,825554,Uttar Pradesh,13,23,7,19,62,Pass
Raj Verma,10-09-2005,991946,Uttar Pradesh,17,18,11,16,62,Pass
Rohan D'Souza,10-09-2005,538790,Uttar Pradesh,11,17,17,17,62,Pass
Kunal Reddy,09-10-2005,283733,Uttar Pradesh,21,10,17,14,62,Pass
Krishna Khan,14-10-2005,889692,Uttar Pradesh,11,24,12,15,62,Pass
Aditya Verma,23-10-2005,181640,Uttar Pradesh,14,8,23,17,62,Pass
John Pillai,13-11-2005,703998,Uttar Pradesh,13,14,21,14,62,Pass
Aryan D'Souza,06-12-2005,500591,Uttar Pradesh,12,5,21,24,62,Pass
Yash Fernandes,18-12-2005,296166,Uttar Pradesh,18,8,19,17,62,Pass
Ayaan Sharma,30-12-2005,895333,Uttar Pradesh,23,22,5,12,62,Pass
Yash Sharma,15-01-2006,519037,Uttar Pradesh,13,23,10,16,62,Pass
Aryan Chopra,16-02-2006,161145,Uttar Pradesh,14,12,12,24,62,Pass
Kunal Khan,07-03-2006,224897,Uttar Pradesh,17,5,17,23,62,Pass
Raj Khan,11-03-2006,946871,Uttar Pradesh,17,7,15,23,62,Pass
Aarav Mehta,12-03-2006,699774,Uttar Pradesh,15,19,8,20,62,Pass
Sukhwinder Singh,17-03-2006,696508,Uttar Pradesh,15,15,24,8,62,Pass
Rohan Sharma,02-05-2006,452150,Uttar Pradesh,14,10,18,20,62,Pass
Ishaan Khan,03-05-2006,582401,Uttar Pradesh,21,11,14,16,62,Pass
Aryan Chopra,04-05-2006,849165,Uttar Pradesh,16,18,12,16,62,Pass
Rohan Mehta,26-12-2004,701710,Uttar Pradesh,19,5,21,16,61,Pass
Yash Reddy,06-01-2005,879804,Uttar Pradesh,24,9,14,14,61,Pass
Raj Verma,22-01-2005,856126,Uttar Pradesh,13,5,23,20,61,Pass
Aryan Pillai,16-03-2005,126919,Uttar Pradesh,23,5,24,9,61,Pass
Ishaan D'Souza,16-03-2005,318614,Uttar Pradesh,18,7,14,22,61,Pass
Paul Chopra,14-04-2005,498801,Uttar Pradesh,20,5,23,13,61,Pass
Ishaan Singh,08-05-2005,255414,Uttar Pradesh,15,18,9,19,61,Pass
Balbir Khan,11-05-2005,226325,Uttar Pradesh,4,22,23,12,61,Pass
Aditya Sharma,07-06-2005,678857,Uttar Pradesh,11,16,19,15,61,Pass
Krishna Singh,23-06-2005,212222,Uttar Pradesh,21,9,13,18,61,Pass
Aryan Verma,28-07-2005,407332,Uttar Pradesh,17,14,8,22,61,Pass
Raj Chopra,03-08-2005,659501,Uttar Pradesh,14,5,19,23,61,Pass
Raj Verma,19-08-2005,386477,Uttar Pradesh,7,10,20,24,61,Pass
Yash Chopra,23-08-2005,467885,Uttar Pradesh,24,10,9,18,61,Pass
Mathew Pillai,31-08-2005,987678,Uttar Pradesh,19,10,13,19,61,Pass
Raj Sharma,05-09-2005,378545,Uttar Pradesh,23,10,23,5,61,Pass
Aarav Pillai,13-09-2005,996637,Uttar Pradesh,17,16,23,5,61,Pass
Gurpreet Fernandes,23-09-2005,786196,Uttar Pradesh,23,7,16,15,61,Pass
Gurpreet Reddy,15-10-2005,855763,Uttar Pradesh,20,9,24,8,61,Pass
Raj Pillai,21-10-2005,879483,Uttar Pradesh,6,14,23,18,61,Pass
Yash Sharma,31-10-2005,489099,Uttar Pradesh,19,18,17,7,61,Pass
Aarav Pillai,06-11-2005,147426,Uttar Pradesh,11,20,10,20,61,Pass
David Khan,24-11-2005,153624,Uttar Pradesh,13,22,7,19,61,Pass
Rohan Sharma,30-11-2005,327569,Uttar Pradesh,11,8,22,20,61,Pass
Rehan Pillai,13-12-2005,734373,Uttar Pradesh,22,10,9,20,61,Pass
Balbir Sharma,15-12-2005,674932,Uttar Pradesh,18,17,19,7,61,Pass
Aarav Pillai,27-12-2005,805268,Uttar Pradesh,5,13,19,24,61,Pass
Sukhwinder Reddy,05-01-2006,669271,Uttar Pradesh,9,5,23,24,61,Pass
Rohan Khan,19-01-2006,641821,Uttar Pradesh,5,21,14,21,61,Pass
Aarav Pillai,12-02-2006,682558,Uttar Pradesh,11,23,11,16,61,Pass
Peter Singh,15-02-2006,780091,Uttar Pradesh,5,24,21,11,61,Pass
Raj Pillai,24-02-2006,693809,Uttar Pradesh,21,6,24,10,61,Pass
Balbir Khan,26-02-2006,952065,Uttar Pradesh,21,17,17,6,61,Pass
Aryan Sharma,06-03-2006,630113,Uttar Pradesh,17,9,21,14,61,Pass
Balbir Verma,22-03-2006,710393,Uttar Pradesh,17,5,23,16,61,Pass
Krishna Mehta,22-03-2006,208786,Uttar Pradesh,11,22,7,21,61,Pass
Aditya Pillai,23-03-2006,931460,Uttar Pradesh,19,5,19,18,61,Pass
Krishna Mehta,05-04-2006,787972,Uttar Pradesh,18,8,11,24,61,Pass
John Pillai,21-04-2006,561056,Uttar Pradesh,21,16,13,11,61,Pass
Rohan Chopra,24-04-2006,168583,Uttar Pradesh,22,19,10,10,61,Pass
Rohan Fernandes,27-04-2006,111270,Uttar Pradesh,9,21,12,19,61,Pass
Ishaan Reddy,03-05-2006,725376,Uttar Pradesh,21,22,5,13,61,Pass
John Mehta,17-11-2004,736559,Uttar Pradesh,13,21,19,7,60,Pass
Kunal Fernandes,18-11-2004,866740,Uttar Pradesh,14,6,20,20,60,Pass
Aryan Sharma,06-12-2004,372052,Uttar Pradesh,12,14,14,20,60,Pass
Rohan D'Souza,30-12-2004,244484,Uttar Pradesh,13,16,11,20,60,Pass
Raj Singh,02-01-2005,784581,Uttar Pradesh,20,4,23,13,60,Pass
Krishna D'Souza,22-02-2005,955180,Uttar Pradesh,4,17,20,19,60,Pass
Raj Khan,31-03-2005,494702,Uttar Pradesh,13,5,22,20,60,Pass
Aarav Pillai,05-04-2005,362607,Uttar Pradesh,18,21,15,6,60,Pass
Sukhwinder Chopra,06-04-2005,137788,Uttar Pradesh,21,11,14,14,60,Pass
Imran D'Souza,07-04-2005,483298,Uttar Pradesh,16,5,19,20,60,Pass
Yash Verma,09-04-2005,622267,Uttar Pradesh,12,6,24,18,60,Pass
Vivaan Singh,19-04-2005,584260,Uttar Pradesh,24,7,11,18,60,Pass
Aarav Verma,25-04-2005,202791,Uttar Pradesh,16,16,14,14,60,Pass
Krishna Verma,31-05-2005,516477,Uttar Pradesh,11,22,12,15,60,Pass
Krishna Singh,09-07-2005,940857,Uttar Pradesh,15,13,14,18,60,Pass
Aryan Verma,20-07-2005,620867,Uttar Pradesh,14,23,19,4,60,Pass
Rohan Mehta,27-07-2005,885090,Uttar Pradesh,14,19,21,6,60,Pass
Sukhwinder Fernandes,31-07-2005,391850,Uttar Pradesh,7,19,18,16,60,Pass
Sukhwinder Fernandes,31-07-2005,585966,Uttar Pradesh,5,23,9,23,60,Pass
Aditya Chopra,07-08-2005,176809,Uttar Pradesh,8,19,21,12,60,Pass
Mathew Chopra,10-09-2005,268147,Uttar Pradesh,14,9,22,15,60,Pass
Krishna Verma,11-09-2005,292538,Uttar Pradesh,11,23,18,8,60,Pass
Kunal Pillai,28-10-2005,449327,Uttar Pradesh,15,7,24,14,60,Pass
Manpreet Reddy,06-12-2005,841686,Uttar Pradesh,23,19,12,6,60,Pass
